Beginnjahr;Beginnmonat;ZahlweiseInkasso;GeschlechtVP1;RauchertypVP1;x;n;t;Leistung;tba
2018;6;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;28;12;467767.4;4895.34
2019;3;MONATLICH;WEIBLICH;RAUCHEN;25;40;12;34704.89;772.7
2018;12;MONATLICH;MAENNLICH;RAUCHEN;39;2;1;88741.62;719.71
2019;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;51;4;2;413049.59;8883.12
2018;7;MONATLICH;WEIBLICH;NICHTRAUCHEN;22;24;7;330163.11;2974.54
2017;11;MONATLICH;MAENNLICH;RAUCHEN;22;6;5;711854.83;2486.73
2017;7;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;23;22;218815.02;998.23
2019;11;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;40;2;1;868869.48;5589.86
2018;1;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;1;1;3865.22;10.81
2018;4;MONATLICH;MAENNLICH;RAUCHEN;46;14;12;817740.75;11093.34
2019;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;38;7;3;95855.63;975.49
2019;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;8;1;366989.77;28302.13
2018;6;MONATLICH;WEIBLICH;RAUCHEN;42;17;14;384652.45;4451.2
2018;6;JAEHRLICH;MAENNLICH;RAUCHEN;57;1;1;311372.32;5040.79
2018;1;MONATLICH;WEIBLICH;RAUCHEN;44;8;6;310937.48;3068.17
2019;2;JAEHRLICH;MAENNLICH;RAUCHEN;40;12;3;885716.91;20607.04
2019;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;37;24;20;56620.14;600.88
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;56;6;4;419196.92;6091.52
2017;4;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;24;14;4;847532.43;8312.38
2018;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;13;12;99846.59;306.13
2018;7;MONATLICH;MAENNLICH;RAUCHEN;47;12;8;244945.43;4096.19
2017;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;45;10;8;484524.12;5255.08
2018;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;28;27;117455.41;673.46
2019;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;40;10;2;401527.12;7478.88
2018;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;40;39;497546.12;2133.87
2019;4;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;40;14;3;866470.77;25683.52
2019;7;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;24;20;34099.25;306.47
2018;11;MONATLICH;WEIBLICH;RAUCHEN;49;8;8;724917.31;8333.13
2019;8;JAEHRLICH;MAENNLICH;RAUCHEN;39;11;6;660106.86;6553.22
2018;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;53;8;2;33949.59;2011.51
2019;11;MONATLICH;MAENNLICH;RAUCHEN;58;7;6;711026.05;20864.36
2018;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;51;8;2;398227.88;11219.22
2018;6;MONATLICH;MAENNLICH;RAUCHEN;20;14;12;732899;2563.17
2018;10;MONATLICH;MAENNLICH;RAUCHEN;26;5;2;600143.87;4149.89
2017;6;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;37;21;4;663891.44;23203.6
2017;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;53;7;6;452405.82;8016.84
2017;8;JAEHRLICH;MAENNLICH;RAUCHEN;55;3;2;860429.09;18839.83
2019;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;33;1;31370.84;3711.96
2019;1;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;25;34;34;215155.74;1383.9
2019;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;9;9;791351.11;5067.77
2019;6;JAEHRLICH;MAENNLICH;RAUCHEN;35;15;9;967228.06;7806.33
2018;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;44;17;7;752313.19;18616.48
2017;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;60;5;2;833032.11;54969.95
2017;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;13;13;978391.34;5643.79
2019;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;26;8;7;734087.57;2489.48
2017;11;MONATLICH;WEIBLICH;RAUCHEN;46;13;12;532177.39;6463.28
2019;7;MONATLICH;MAENNLICH;RAUCHEN;60;6;3;59391.23;3374.62
2017;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;5;2;701708.6;13651.05
2018;7;MONATLICH;WEIBLICH;NICHTRAUCHEN;37;7;7;862129.61;2925.43
2019;1;MONATLICH;MAENNLICH;RAUCHEN;33;16;9;155046.9;1239.91
2017;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;23;38;28;982759.44;5653.43
2018;10;MONATLICH;WEIBLICH;RAUCHEN;18;46;26;752498.67;8129.97
2019;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;23;11;422175.27;3480.88
2017;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;47;6;5;61893.32;405.44
2018;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;33;24;1;754462.45;97383.7
2018;1;JAEHRLICH;WEIBLICH;RAUCHEN;55;7;7;958721.71;17479.68
2017;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;30;23;20;112191.99;489.22
2017;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;3;3;990469.74;9374.47
2019;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;30;4;3;154186.96;624.86
2017;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;53;11;9;910343.28;10662.98
2017;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;21;15;13;954435.77;3052.15
2019;1;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;45;18;7;868250.39;26000.65
2019;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;6;4;480999.8;1907.02
2019;3;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;8;4;692055.53;15082.38
2018;3;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;7;7;708602.13;5821.44
2018;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;35;10;7085.44;113.92
2018;9;JAEHRLICH;MAENNLICH;RAUCHEN;37;21;6;605275.75;14167.01
2018;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;35;32;415718.94;1907.63
2019;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;35;16;402076.76;3643.99
2018;4;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;55;3;2;931893.41;20813.95
2019;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;10;10;665599.63;7909.32
2018;8;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;58;1;1;977316.44;17728.79
2018;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;39;3;1;656256.9;6190.75
2017;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;27;21;949001.93;4275.43
2019;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;35;8;4;124227.13;735.06
2018;1;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;19;22;11;737575.5;4342.33
2018;1;MONATLICH;WEIBLICH;RAUCHEN;53;4;4;10120.72;135.84
2017;3;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;25;18;503833.03;3226.42
2017;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;38;3;3;11767.19;48
2018;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;35;23;22;424922.64;3316.87
2017;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;34;30;81133.72;428.85
2018;2;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;1;1;801615.47;7952.54
2019;4;MONATLICH;MAENNLICH;RAUCHEN;33;10;8;242739.07;1165.3
2017;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;8;8;490899.16;5313.39
2019;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;60;4;3;100297.19;1648.46
2018;7;JAEHRLICH;MAENNLICH;RAUCHEN;27;34;23;236623.05;2254.33
2019;4;MONATLICH;WEIBLICH;NICHTRAUCHEN;53;8;7;381840.74;3764.12
2018;2;MONATLICH;MAENNLICH;RAUCHEN;25;22;16;888041.62;4563.83
2017;1;MONATLICH;MAENNLICH;NICHTRAUCHEN;41;8;6;373470.63;2039.42
2019;2;HALBJAEHRLICH;WEIBLICH;RAUCHEN;23;10;7;506234.53;2061.95
2019;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;37;15;10;709404.61;6077.66
2018;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;59;5;3;610890.74;24294.12
2019;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;60;5;5;243626.45;3134.58
2018;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;30;15;510544.27;3679.49
2019;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;27;8;811877.68;10454.99
2019;10;MONATLICH;WEIBLICH;RAUCHEN;43;2;1;911566.8;9572.55
2017;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;53;10;6;464774.13;6862.17
2017;11;JAEHRLICH;MAENNLICH;RAUCHEN;45;3;1;495031.18;9216.69
2017;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;31;17;875653.73;5152.79
2019;1;HALBJAEHRLICH;WEIBLICH;RAUCHEN;49;8;7;25998.73;331.46
2017;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;21;15;8;44421.6;236.82
2019;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;34;3;938785.02;30929.92
2017;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;43;19;12;165385.43;1661.1
2018;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;35;2;2;676524.36;1973.25
2017;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;16;3;502328.25;6594.59
2018;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;33;21;16;115851.01;856.74
2017;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;50;3;2;825224.23;7316.6
2017;7;MONATLICH;WEIBLICH;RAUCHEN;37;22;8;613578.14;12258.29
2017;1;MONATLICH;WEIBLICH;RAUCHEN;51;2;2;63197.12;651.57
2019;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;49;6;3;376452.1;7418.52
2017;6;HALBJAEHRLICH;WEIBLICH;RAUCHEN;59;2;2;476519.32;9949.43
2017;10;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;44;8;6;880855.07;8632.39
2017;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;38;28;6;312617.31;8351.71
2019;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;19;7;159234.01;1470.54
2018;1;JAEHRLICH;WEIBLICH;RAUCHEN;27;20;17;676238.49;3072.41
2017;1;JAEHRLICH;MAENNLICH;RAUCHEN;34;12;7;387549.35;2702.44
2019;2;MONATLICH;MAENNLICH;RAUCHEN;38;2;2;857822.62;3428.33
2018;8;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;47;17;16;572724.1;9159.2
2019;3;MONATLICH;MAENNLICH;RAUCHEN;24;17;2;704694.88;16913.21
2017;4;JAEHRLICH;MAENNLICH;RAUCHEN;47;8;2;156239.12;5456.16
2017;11;HALBJAEHRLICH;MAENNLICH;RAUCHEN;25;21;9;650561.23;5068.27
2017;2;JAEHRLICH;WEIBLICH;RAUCHEN;39;24;16;515415.73;7605.13
2018;8;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;8;2;700812.45;7373.59
2018;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;28;20;6;536169.47;6474.82
2017;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;35;26;53329.03;363.39
2019;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;21;9;5;721765.53;3360.73
2018;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;49;15;3;784891.42;29751.44
2018;6;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;7;1;165779.31;6079.78
2017;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;6;6;472810.67;5012.1
2017;11;HALBJAEHRLICH;MAENNLICH;RAUCHEN;59;1;1;626066.18;12400.35
2018;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;53;6;2;620784.19;13891.37
2018;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;30;30;130407.67;513.36
2017;6;JAEHRLICH;MAENNLICH;RAUCHEN;40;7;4;344950.9;3012.91
2019;9;JAEHRLICH;WEIBLICH;RAUCHEN;59;7;5;981607.13;36731.11
2019;8;MONATLICH;WEIBLICH;RAUCHEN;39;12;8;482442.62;4249.29
2018;2;HALBJAEHRLICH;WEIBLICH;RAUCHEN;46;11;5;642738.32;13262.02
2019;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;51;8;6;786661.03;7806.31
2017;6;MONATLICH;MAENNLICH;RAUCHEN;49;2;1;51959.64;889.16
2018;2;MONATLICH;MAENNLICH;RAUCHEN;45;15;13;909350.05;11783.47
2018;8;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;58;4;4;629129.43;6534.61
2017;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;4;4;322963.09;2540.95
2019;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;41;2;2;709926.61;3319.58
2017;12;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;60;1;1;356517.35;7880.87
2019;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;1;1;822496.85;4141.85
2017;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;54;12;1;38021.16;4467.16
2017;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;50;8;2;29084.83;768.05
2018;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;35;30;20;601763.27;5186.51
2017;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;60;3;1;36907.16;1265.52
2017;11;MONATLICH;WEIBLICH;RAUCHEN;23;30;20;359993.54;2361.9
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;50;16;16;993590.26;19010.49
2019;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;27;7;2;175399.8;1543.23
2018;8;MONATLICH;WEIBLICH;RAUCHEN;30;33;18;673447.21;9223.81
2017;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;44;4;4;404251.09;1757.11
2017;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;36;32;9473.3;63.26
2018;2;JAEHRLICH;MAENNLICH;RAUCHEN;52;14;13;878137.75;18983.86
2018;7;JAEHRLICH;WEIBLICH;RAUCHEN;31;35;11;446956.06;11509.66
2018;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;30;28;23;985620.22;5125.03
2019;8;MONATLICH;MAENNLICH;NICHTRAUCHEN;25;2;2;894966.03;2474.19
2017;10;MONATLICH;MAENNLICH;RAUCHEN;31;15;7;643507.68;5253.49
2017;4;MONATLICH;MAENNLICH;RAUCHEN;27;2;1;219231.4;1224.12
2018;11;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;9;1;548011.11;49336.98
2019;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;31;8;4;513908.38;3323.54
2018;11;JAEHRLICH;WEIBLICH;RAUCHEN;18;37;26;449073.73;2777.09
2019;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;54;4;3;377343.51;7137.67
2019;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;36;3;2;924193.24;4063.16
2018;11;HALBJAEHRLICH;MAENNLICH;RAUCHEN;22;16;13;468310.52;1758.41
2018;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;60;4;3;566604.27;19305.47
2017;4;JAEHRLICH;MAENNLICH;RAUCHEN;31;7;3;759684.98;5498.53
2018;11;MONATLICH;MAENNLICH;RAUCHEN;57;7;4;729137.55;27759.43
2018;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;13;12;120215.84;441.51
2019;9;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;52;2;2;854990.25;5511.46
2018;10;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;39;12;2;151503.23;4925.74
2018;3;JAEHRLICH;WEIBLICH;RAUCHEN;41;1;1;329791.48;1467.27
2019;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;49;7;2;434451.61;15391.65
2019;1;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;33;20;2;803730.78;37909.67
2018;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;31;3;1;819208.26;7264.59
2018;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;50;5;3;958770.84;16698.63
2019;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;60;1;1;399868.56;8757.09
2018;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;55;5;3;497892.39;7090.13
2018;8;JAEHRLICH;WEIBLICH;RAUCHEN;42;12;8;199551.67;2160.4
2019;8;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;34;18;5;592335.73;7331.45
2019;1;HALBJAEHRLICH;WEIBLICH;RAUCHEN;29;31;1;951932.17;158141.33
2019;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;18;3;503906.6;20398.76
2017;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;22;41;30;565438.1;5098.9
2018;3;JAEHRLICH;WEIBLICH;RAUCHEN;56;7;7;586866.17;11809.05
2017;6;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;3;3;694785.1;1971.44
2019;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;39;26;14;932412.03;10589.78
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;44;2;2;747686.08;4310.34
2018;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;59;4;1;795689.7;70144.49
2019;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;20;5;496789.47;8818.56
2017;8;JAEHRLICH;WEIBLICH;RAUCHEN;22;4;4;661922.46;1927.68
2017;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;50;11;11;943362.89;7564.7
2017;4;JAEHRLICH;MAENNLICH;RAUCHEN;47;1;1;856638.3;5984.99
2017;9;JAEHRLICH;WEIBLICH;RAUCHEN;20;20;3;77292.58;1363.74
2019;1;JAEHRLICH;MAENNLICH;RAUCHEN;38;2;2;624470.35;2439.72
2018;8;MONATLICH;MAENNLICH;RAUCHEN;46;8;2;427840.9;14104.69
2019;12;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;10;1;890856.8;93720.03
2019;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;6;1;142567.08;8330.17
2019;2;JAEHRLICH;WEIBLICH;RAUCHEN;49;9;4;68926.61;1699.11
2017;1;JAEHRLICH;WEIBLICH;RAUCHEN;58;3;2;407174.3;11789.22
2018;11;MONATLICH;MAENNLICH;NICHTRAUCHEN;26;32;6;475425.19;8560.07
2018;4;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;18;34;1;263676.62;22197.17
2019;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;48;13;11;500868.03;7719.93
2019;5;MONATLICH;MAENNLICH;RAUCHEN;31;30;24;175474.09;1656.76
2018;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;35;14;13;581897.05;2316.15
2017;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;39;2;1;156414.02;982.07
2018;3;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;52;10;5;571267.54;9379.31
2019;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;56;1;1;710587.7;10628.31
2019;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;28;30;7;253698.97;3861.87
2017;6;JAEHRLICH;MAENNLICH;RAUCHEN;57;1;1;174730.54;2828.7
2017;2;HALBJAEHRLICH;WEIBLICH;RAUCHEN;43;4;1;574230.29;12604.78
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;41;21;9;458956.73;10226.66
2018;3;JAEHRLICH;MAENNLICH;RAUCHEN;53;13;4;488068.45;29239.99
2017;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;46;3;1;570754.41;11739.84
2018;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;18;38;16;213284.49;2082.74
2018;8;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;20;31;29;468083.77;2123.14
2019;1;HALBJAEHRLICH;MAENNLICH;RAUCHEN;32;17;17;749991.94;3536.95
2018;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;47;5;3;10295.9;89.66
2018;6;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;25;16;6;738846.73;5084.03
2017;6;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;43;2;2;551196.55;2139.46
2017;2;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;23;7;176863.97;2831.55
2019;9;MONATLICH;WEIBLICH;RAUCHEN;29;1;1;7718.78;22.87
2019;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;11;11;94054.75;618.28
2019;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;5;1;35295.64;1566.51
2018;5;MONATLICH;WEIBLICH;RAUCHEN;39;13;7;556371.35;6197.47
2017;1;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;32;5;185844.86;5668.46
2017;2;MONATLICH;MAENNLICH;RAUCHEN;45;20;13;515447.83;10933.55
2017;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;34;22;7;826926.43;10143.33
2018;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;11;7;286714.85;4901.08
2019;5;MONATLICH;MAENNLICH;RAUCHEN;47;19;2;277000.05;36412.16
2019;12;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;3;2;159179.5;623.3
2017;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;49;14;7;626412.82;9640.68
2017;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;41;19;1;715109.53;67002.5
2019;2;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;51;14;13;732499.71;7505.95
2019;11;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;1;1;660864.49;2354.49
2017;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;29;9;12639.78;171.2
2019;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;28;12;8;752664.14;3104.22
2019;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;52;14;9;475968.04;7249.17
2018;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;35;31;11;996193.11;26362.35
2019;11;MONATLICH;WEIBLICH;RAUCHEN;35;3;2;588689.06;3096.35
2017;5;HALBJAEHRLICH;MAENNLICH;RAUCHEN;31;30;15;51823.84;703.44
2019;8;MONATLICH;MAENNLICH;RAUCHEN;23;6;6;82986.99;245.35
2017;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;19;38;13;830543.13;10297.97
2018;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;23;15;975485.64;6155.08
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;31;33;1;370134.86;51717.18
2019;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;41;10;2;506863.78;9977.27
2017;1;MONATLICH;MAENNLICH;NICHTRAUCHEN;59;1;1;295242.95;3004.23
2019;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;7;2;733720.78;24519.5
2019;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;19;42;10;558216.48;11070.59
2017;5;MONATLICH;MAENNLICH;NICHTRAUCHEN;47;11;9;665986.83;5250.81
2018;1;JAEHRLICH;MAENNLICH;RAUCHEN;46;4;4;517821.08;3793.41
2018;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;10;8;487688.47;6966.23
2017;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;18;13;129225.33;1548.76
2017;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;59;6;5;996880.22;31003.24
2018;9;MONATLICH;MAENNLICH;RAUCHEN;20;41;31;604222.95;4755.92
2018;1;MONATLICH;WEIBLICH;RAUCHEN;19;29;3;21330.74;619.08
2018;4;MONATLICH;MAENNLICH;NICHTRAUCHEN;35;26;11;875471.75;9840.59
2018;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;11;9;852416.93;3077.28
2019;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;5;4;708268.76;4165.1
2019;3;JAEHRLICH;MAENNLICH;RAUCHEN;28;12;11;404837.31;1459.31
2019;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;33;6;952996.62;17250.76
2017;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;28;12;10;129089.87;509.49
2019;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;40;22;20;538675.98;6177.46
2017;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;52;5;3;521467.98;10685.51
2018;5;MONATLICH;WEIBLICH;RAUCHEN;53;2;2;86981.91;1063.55
2019;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;43;4;1;498572.13;11024.19
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;45;16;3;241510.15;13098.16
2019;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;11;6;323205.56;1581.62
2019;4;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;9;9;838896.23;5465.12
2018;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;26;11;3;14114.99;128.1
2019;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;22;20;659116.1;3949.32
2018;3;MONATLICH;MAENNLICH;NICHTRAUCHEN;21;37;15;755205.49;6306.79
2017;8;MONATLICH;MAENNLICH;RAUCHEN;56;10;4;945852.75;52917.6
2018;5;MONATLICH;MAENNLICH;RAUCHEN;42;18;16;72945.2;833.14
2019;7;JAEHRLICH;MAENNLICH;RAUCHEN;44;2;1;22011.8;244.46
2019;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;30;25;6;401360.31;5688.39
2018;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;32;14;10;280621.75;1231.71
2019;10;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;46;14;9;797599.09;13764.6
2019;9;JAEHRLICH;WEIBLICH;RAUCHEN;54;1;1;677146.16;8398.24
2019;9;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;60;3;3;999030.38;11751.84
2019;6;MONATLICH;WEIBLICH;NICHTRAUCHEN;36;25;9;528585.73;7039.42
2018;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;50;5;5;810796.08;5235.48
2017;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;12;10;816168.06;2654.29
